500 249500
69 127 825
127 69 825
266 1 629
1 266 629
162 211 653
211 162 653
367 199 527
199 367 527
285 487 352
487 285 352
178 493 284
493 178 284
73 126 473
126 73 473
81 110 395
110 81 395
161 209 64
209 161 64
167 0 727
0 167 727
94 429 532
429 94 532
286 221 723
221 286 723
272 6 710
6 272 710
476 37 55
37 476 55
112 157 293
157 112 293
38 284 119
284 38 119
119 394 514
394 119 514
246 342 242
342 246 242
325 424 247
424 325 247
280 57 574
57 280 574
10 470 973
470 10 973
122 127 618
127 122 618
160 263 737
263 160 737
251 312 692
312 251 692
279 405 290
405 279 290
473 147 616
147 473 616
178 86 830
86 178 830
463 3 340
3 463 340
433 328 315
328 433 315
327 28 536
28 327 536
459 38 140
38 459 140
419 381 724
381 419 724
392 380 692
380 392 692
432 246 858
246 432 858
444 411 739
411 444 739
24 128 919
128 24 919
288 427 746
427 288 746
58 206 604
206 58 604
365 267 295
267 365 295
8 133 422
133 8 422
284 429 686
429 284 686
375 229 938
229 375 938
399 358 209
358 399 209
455 356 249
356 455 249
165 420 700
420 165 700
460 329 962
329 460 962
87 23 970
23 87 970
220 445 606
445 220 606
481 379 421
379 481 421
130 419 874
419 130 874
438 275 476
275 438 476
303 190 33
190 303 33
466 220 165
220 466 165
494 480 619
480 494 619
17 302 339
302 17 339
341 298 889
298 341 889
54 392 387
392 54 387
492 168 863
168 492 863
148 210 249
210 148 249
202 455 215
455 202 215
422 120 233
120 422 233
213 74 836
74 213 836
3 275 607
275 3 607
301 16 31
16 301 31
225 137 192
137 225 192
280 381 931
381 280 931
475 66 611
66 475 611
5 261 631
261 5 631
341 128 397
128 341 397
344 255 356
255 344 356
239 223 260
223 239 260
283 355 641
355 283 641
214 479 43
479 214 43
361 104 154
104 361 154
109 431 221
431 109 221
259 268 737
268 259 737
157 469 801
469 157 801
412 177 299
177 412 299
199 81 789
81 199 789
332 127 16
127 332 16
309 480 319
480 309 319
77 69 935
69 77 935
258 194 733
194 258 733
268 203 71
203 268 71
416 402 652
402 416 652
146 433 375
433 146 375
235 85 287
85 235 287
396 417 606
417 396 606
393 284 127
284 393 127
286 253 737
253 286 737
250 22 481
22 250 481
0 171 968
171 0 968
499 457 344
457 499 344
234 42 631
42 234 631
297 334 740
334 297 740
454 183 389
183 454 389
164 449 489
449 164 489
300 469 260
469 300 260
34 363 243
363 34 243
16 322 832
322 16 832
472 471 18
471 472 18
64 247 639
247 64 639
261 260 93
260 261 93
296 149 78
149 296 78
312 453 418
453 312 418
113 372 635
372 113 635
127 173 300
173 127 300
128 5 403
5 128 403
424 6 833
6 424 833
362 476 146
476 362 146
315 246 299
246 315 299
364 318 317
318 364 317
154 304 170
304 154 170
281 329 822
329 281 822
233 326 141
326 233 141
428 58 653
58 428 653
367 262 890
262 367 890
183 361 541
361 183 541
399 31 859
31 399 859
81 74 164
74 81 164
320 306 510
306 320 510
47 424 424
424 47 424
475 483 430
483 475 430
261 227 797
227 261 797
332 237 658
237 332 658
300 423 853
423 300 853
3 87 880
87 3 880
331 208 576
208 331 576
230 485 0
485 230 0
57 320 782
320 57 782
318 47 580
47 318 580
194 164 264
164 194 264
348 52 192
52 348 192
13 247 577
247 13 577
314 22 431
22 314 431
420 264 699
264 420 699
399 74 124
74 399 124
140 96 756
96 140 756
436 476 782
476 436 782
474 232 747
232 474 747
173 489 216
489 173 216
429 418 467
418 429 467
355 394 299
394 355 299
328 34 747
34 328 747
5 495 829
495 5 829
287 214 430
214 287 430
45 122 458
122 45 458
174 499 733
499 174 733
142 354 627
354 142 627
420 289 722
289 420 722
267 118 361
118 267 361
442 404 290
404 442 290
154 449 764
449 154 764
112 19 79
19 112 79
139 18 812
18 139 812
439 426 760
426 439 760
401 97 86
97 401 86
206 161 33
161 206 33
39 61 476
61 39 476
468 94 413
94 468 413
366 8 152
8 366 152
144 268 604
268 144 604
270 216 98
216 270 98
270 415 419
415 270 419
113 144 5
144 113 5
60 409 905
409 60 905
145 192 618
192 145 618
12 201 770
201 12 770
374 471 322
471 374 322
497 187 420
187 497 420
58 445 542
445 58 542
473 217 49
217 473 49
279 50 33
50 279 33
30 439 998
439 30 998
58 435 202
435 58 202
320 68 680
68 320 680
442 76 502
76 442 502
324 165 86
165 324 86
48 101 539
101 48 539
180 151 572
151 180 572
71 236 738
236 71 738
292 185 2
185 292 2
112 105 683
105 112 683
406 182 537
182 406 537
75 81 361
81 75 361
240 168 309
168 240 309
299 216 653
216 299 653
106 98 186
98 106 186
167 69 981
69 167 981
205 72 445
72 205 445
310 107 852
107 310 852
344 144 927
144 344 927
498 317 904
317 498 904
3 7 300
7 3 300
308 305 149
305 308 149
328 375 130
375 328 130
76 195 906
195 76 906
428 40 902
40 428 902
259 226 264
226 259 264
249 470 480
470 249 480
372 81 589
81 372 589
32 387 90
387 32 90
221 393 265
393 221 265
297 441 171
441 297 171
77 481 73
481 77 73
284 299 684
299 284 684
10 415 609
415 10 609
203 446 498
446 203 498
304 269 978
269 304 978
108 343 956
343 108 956
441 268 240
268 441 240
92 452 603
452 92 603
386 125 947
125 386 947
216 153 649
153 216 649
239 496 340
496 239 340
162 267 760
267 162 760
283 359 352
359 283 352
342 99 321
99 342 321
446 319 53
319 446 53
452 468 540
468 452 540
18 59 388
59 18 388
319 217 25
217 319 25
130 36 539
36 130 539
397 296 822
296 397 822
410 219 711
219 410 711
263 413 662
413 263 662
436 285 499
285 436 499
404 187 424
187 404 424
296 205 336
205 296 336
42 356 485
356 42 485
374 458 383
458 374 383
170 281 492
281 170 492
23 43 563
43 23 563
86 158 476
158 86 476
249 94 613
94 249 613
33 190 490
190 33 490
427 47 327
47 427 327
201 157 769
157 201 769
333 176 685
176 333 685
392 431 587
431 392 587
45 5 973
5 45 973
304 46 106
46 304 106
282 441 722
441 282 722
286 375 307
375 286 307
74 497 154
497 74 154
358 437 52
437 358 52
162 127 90
127 162 90
170 17 493
17 170 493
327 63 599
63 327 599
82 294 234
294 82 234
372 399 176
399 372 176
102 477 668
477 102 668
460 266 72
266 460 72
212 239 839
239 212 839
191 181 952
181 191 952
470 35 530
35 470 530
385 487 113
487 385 113
180 221 136
221 180 136
425 401 679
401 425 679
403 421 139
421 403 139
167 198 557
198 167 557
291 163 826
163 291 826
331 162 910
162 331 910
257 415 589
415 257 589
12 336 80
336 12 80
33 181 748
181 33 748
83 238 506
238 83 506
129 237 181
237 129 181
307 58 582
58 307 582
120 349 41
349 120 41
134 259 150
259 134 150
50 200 662
200 50 662
238 132 48
132 238 48
420 380 483
380 420 483
10 239 808
239 10 808
178 478 922
478 178 922
211 285 832
285 211 832
319 1 862
1 319 862
473 363 38
363 473 38
425 48 38
48 425 38
277 69 408
69 277 408
462 247 886
247 462 886
171 69 104
69 171 104
280 450 118
450 280 118
99 452 332
452 99 332
311 88 306
88 311 306
174 126 331
126 174 331
52 254 489
254 52 489
329 303 880
303 329 880
9 159 770
159 9 770
324 406 656
406 324 656
179 481 821
481 179 821
291 410 236
410 291 236
124 73 676
73 124 676
430 100 154
100 430 154
408 103 333
103 408 333
342 55 581
55 342 581
45 198 172
198 45 172
148 233 962
233 148 962
78 333 116
333 78 116
218 30 530
30 218 530
187 49 993
49 187 993
110 161 571
161 110 571
339 159 594
159 339 594
279 345 540
345 279 540
349 375 422
375 349 422
467 425 646
425 467 646
260 199 836
199 260 836
378 8 511
8 378 511
271 358 738
358 271 738
163 192 521
192 163 521
72 473 624
473 72 624
27 270 737
270 27 737
483 144 237
144 483 237
476 357 127
357 476 127
131 142 504
142 131 504
297 372 13
372 297 13
223 398 189
398 223 189
252 413 233
413 252 233
125 486 206
486 125 206
329 338 796
338 329 796
175 82 500
82 175 500
373 396 743
396 373 743
141 57 575
57 141 575
349 302 462
302 349 462
441 294 468
294 441 468
392 152 143
152 392 143
378 423 802
423 378 802
246 247 295
247 246 295
156 322 702
322 156 702
325 410 177
410 325 177
465 21 347
21 465 347
288 108 558
108 288 558
181 261 54
261 181 54
433 418 496
418 433 496
356 220 242
220 356 242
103 368 750
368 103 750
426 70 901
70 426 901
301 370 900
370 301 900
126 132 430
132 126 430
277 258 95
258 277 95
5 99 479
99 5 479
59 459 745
459 59 745
93 201 950
201 93 950
434 388 839
388 434 839
240 213 94
213 240 94
99 299 767
299 99 767
133 200 668
200 133 668
456 357 304
357 456 304
9 307 492
307 9 492
17 125 430
125 17 430
304 365 622
365 304 622
362 105 570
105 362 570
384 466 22
466 384 22
216 253 718
253 216 718
183 232 401
232 183 401
246 40 258
40 246 258
50 401 417
401 50 417
394 418 542
418 394 542
176 222 407
222 176 407
298 114 235
114 298 235
12 71 158
71 12 158
180 284 622
284 180 622
340 369 310
369 340 310
24 101 63
101 24 63
270 141 673
141 270 673
90 418 312
418 90 312
132 446 387
446 132 387
392 97 353
97 392 353
479 109 924
109 479 924
270 235 275
235 270 275
139 45 651
45 139 651
92 461 773
461 92 773
85 134 297
134 85 297
209 14 530
14 209 530
383 433 72
433 383 72
159 422 782
422 159 782
472 296 628
296 472 628
363 35 557
35 363 557
356 109 65
109 356 65
433 177 208
177 433 208
143 43 91
43 143 91
458 100 489
100 458 489
366 18 853
18 366 853
401 427 966
427 401 966
439 76 188
76 439 188
251 162 896
162 251 896
139 325 285
325 139 285
439 57 803
57 439 803
17 43 959
43 17 959
378 1 911
1 378 911
39 60 136
60 39 136
150 327 524
327 150 524
266 220 834
220 266 834
51 451 608
451 51 608
383 96 326
96 383 326
462 353 820
353 462 820
196 193 690
193 196 690
463 413 525
413 463 525
366 216 133
216 366 133
209 76 896
76 209 896
69 479 970
479 69 970
317 361 981
361 317 981
489 325 162
325 489 162
283 230 367
230 283 367
111 497 908
497 111 908
104 212 768
212 104 768
51 187 931
187 51 931
403 402 859
402 403 859
332 365 708
365 332 708
186 195 444
195 186 444
499 27 664
27 499 664
202 284 929
284 202 929
228 34 33
34 228 33
292 302 342
302 292 342
29 140 109
140 29 109
283 352 941
352 283 941
33 298 277
298 33 277
269 484 825
484 269 825
65 483 204
483 65 204
229 194 192
194 229 192
431 330 121
330 431 121
12 364 506
364 12 506
304 166 848
166 304 848
13 223 229
223 13 229
6 332 512
332 6 512
358 125 512
125 358 512
310 48 279
48 310 279
175 121 5
121 175 5
357 94 369
94 357 369
221 100 526
100 221 526
239 448 39
448 239 39
462 177 897
177 462 897
255 272 905
272 255 905
67 74 414
74 67 414
376 333 73
333 376 73
430 444 60
444 430 60
151 45 586
45 151 586
390 345 977
345 390 977
416 482 976
482 416 976
174 156 759
156 174 759
93 230 174
230 93 174
285 205 258
205 285 258
118 279 108
279 118 108
160 61 552
61 160 552
72 213 449
213 72 449
158 455 295
455 158 295
170 215 12
215 170 12
438 197 989
197 438 989
112 206 100
206 112 100
274 217 170
217 274 170
32 390 125
390 32 125
487 37 965
37 487 965
148 207 680
207 148 680
237 394 140
394 237 140
363 322 21
322 363 21
472 244 155
244 472 155
459 281 120
281 459 120
473 448 465
448 473 465
427 468 189
468 427 189
481 321 763
321 481 763
51 38 224
38 51 224
392 190 548
190 392 548
230 71 874
71 230 874
301 498 225
498 301 225
457 55 660
55 457 660
360 202 410
202 360 410
421 379 283
379 421 283
497 123 473
123 497 473
10 31 140
31 10 140
171 488 468
488 171 468
440 115 689
115 440 689
391 439 950
439 391 950
399 267 843
267 399 843
320 498 126
498 320 126
327 496 488
496 327 488
63 281 561
281 63 561
92 289 814
289 92 814
433 257 255
257 433 255
48 298 136
298 48 136
376 189 75
189 376 75
326 441 694
441 326 694
170 113 44
113 170 44
148 283 518
283 148 518
100 499 198
499 100 198
448 339 261
339 448 261
229 401 261
401 229 261
372 493 50
493 372 50
187 278 307
278 187 307
294 179 957
179 294 957
499 357 233
357 499 233
440 51 903
51 440 903
52 337 966
337 52 966
152 188 164
188 152 164
277 181 429
181 277 429
92 405 748
405 92 748
206 20 491
20 206 491
428 480 550
480 428 550
376 384 739
384 376 739
342 388 280
388 342 280
173 426 715
426 173 715
262 371 972
371 262 972
56 69 130
69 56 130
7 124 771
124 7 771
288 456 321
456 288 321
16 340 413
340 16 413
193 216 420
216 193 420
24 219 861
219 24 861
287 90 834
90 287 834
182 142 845
142 182 845
41 118 616
118 41 616
329 74 289
74 329 289
345 266 702
266 345 702
395 271 766
271 395 766
59 394 499
394 59 499
130 256 138
256 130 138
184 7 659
7 184 659
326 204 552
204 326 552
296 320 734
320 296 734
370 461 579
461 370 579
487 334 263
334 487 263
364 85 11
85 364 11
258 84 642
84 258 642
366 222 67
222 366 67
42 58 421
58 42 421
179 74 260
74 179 260
13 338 870
338 13 870
455 477 164
477 455 164
391 471 531
471 391 531
465 38 191
38 465 191
327 82 36
82 327 36
393 232 922
232 393 922
234 274 981
274 234 981
407 267 171
267 407 171
97 138 137
138 97 137
151 445 466
445 151 466
316 189 438
189 316 438
199 154 476
154 199 476
242 334 411
334 242 411
196 43 60
43 196 60
482 28 901
28 482 901
463 35 207
35 463 207
223 303 730
303 223 730
90 185 140
185 90 140
191 138 952
138 191 952
363 416 706
416 363 706
411 459 766
459 411 766
353 86 749
86 353 749
233 488 64
488 233 64
287 423 277
423 287 277
159 181 776
181 159 776
467 280 609
280 467 609
252 104 972
104 252 972
67 30 821
30 67 821
407 447 442
447 407 442
306 86 865
86 306 865
182 445 112
445 182 112
220 378 30
378 220 30
324 350 551
350 324 551
487 86 31
86 487 31
269 174 950
174 269 950
151 348 209
348 151 209
98 142 15
142 98 15
37 7 98
7 37 98
435 293 29
293 435 29
382 411 854
411 382 854
102 142 236
142 102 236
278 492 787
492 278 787
118 430 818
430 118 818
341 447 346
447 341 346
283 394 672
394 283 672
435 66 730
66 435 730
9 422 441
422 9 441
265 113 31
113 265 31
424 409 697
409 424 697
376 439 980
439 376 980
47 110 981
110 47 981
342 398 705
398 342 705
321 103 669
103 321 669
401 352 231
352 401 231
316 5 996
5 316 996
281 37 420
37 281 420
148 482 66
482 148 66
493 73 355
73 493 355
50 220 895
220 50 895
223 323 564
323 223 564
115 87 318
87 115 318
319 318 486
318 319 486
324 167 768
167 324 768
361 439 311
439 361 311
145 366 63
366 145 63
91 329 437
329 91 437
436 402 144
402 436 144
194 330 840
330 194 840
270 5 756
5 270 756
385 444 426
444 385 426
413 380 282
380 413 282
224 285 940
285 224 940
13 221 695
221 13 695
158 331 287
331 158 287
204 13 479
13 204 479
315 14 767
14 315 767
430 279 500
279 430 500
212 164 946
164 212 946
339 299 54
299 339 54
389 264 938
264 389 938
47 96 226
96 47 226
103 109 57
109 103 57
145 141 795
141 145 795
12 261 577
261 12 577
201 101 617
101 201 617
382 383 37
383 382 37
330 461 640
461 330 640
291 19 570
19 291 570
123 16 212
16 123 212
270 380 973
380 270 973
63 204 543
204 63 543
452 190 231
190 452 231
120 16 887
16 120 887
431 274 747
274 431 747
38 215 803
215 38 803
347 93 106
93 347 106
59 486 566
486 59 566
245 59 187
59 245 187
262 446 152
446 262 152
422 204 335
204 422 335
353 331 83
331 353 83
407 338 507
338 407 507
309 369 166
369 309 166
199 436 969
436 199 969
168 97 518
97 168 518
464 432 577
432 464 577
160 42 6
42 160 6
164 471 886
471 164 886
172 132 607
132 172 607
338 331 895
331 338 895
306 180 433
180 306 433
217 401 947
401 217 947
352 371 186
371 352 186
434 435 734
435 434 734
98 406 972
406 98 972
270 391 931
391 270 931
410 337 652
337 410 652
296 60 415
60 296 415
343 404 643
404 343 643
348 78 412
78 348 412
282 13 499
13 282 499
380 272 471
272 380 471
151 163 755
163 151 755
111 237 285
237 111 285
342 284 884
284 342 884
255 51 979
51 255 979
101 110 579
110 101 579
180 22 361
22 180 361
94 317 345
317 94 345
97 480 100
480 97 100
60 70 385
70 60 385
144 69 860
69 144 860
231 412 996
412 231 996
467 19 547
19 467 547
447 107 793
107 447 793
183 190 246
190 183 246
293 270 426
270 293 426
315 483 972
483 315 972
189 77 289
77 189 289
34 174 122
174 34 122
486 235 44
235 486 44
223 231 613
231 223 613
83 314 877
314 83 877
396 478 729
478 396 729
355 123 764
123 355 764
57 168 648
168 57 648
81 262 447
262 81 447
433 194 132
194 433 132
157 277 745
277 157 745
374 371 502
371 374 502
125 496 128
496 125 128
293 144 852
144 293 852
231 417 837
417 231 837
31 451 860
451 31 860
452 253 523
253 452 523
476 127 895
127 476 895
326 105 653
105 326 653
449 485 392
485 449 392
418 103 770
103 418 770
271 436 651
436 271 651
320 240 756
240 320 756
383 90 48
90 383 48
5 322 719
322 5 719
458 455 963
455 458 963
356 178 896
178 356 896
478 327 269
327 478 269
437 0 993
0 437 993
281 283 943
283 281 943
22 39 287
39 22 287
91 275 229
275 91 229
139 444 498
444 139 498
426 33 713
33 426 713
367 241 243
241 367 243
423 385 860
385 423 860
139 194 12
194 139 12
274 138 886
138 274 886
314 277 977
277 314 977
441 358 468
358 441 468
237 356 964
356 237 964
356 426 770
426 356 770
336 2 552
2 336 552
123 2 708
2 123 708
483 277 439
277 483 439
474 472 803
472 474 803
249 462 690
462 249 690
415 91 19
91 415 19
356 449 840
449 356 840
156 154 584
154 156 584
395 115 791
115 395 791
447 46 114
46 447 114
70 401 822
401 70 822
2 416 628
416 2 628
464 458 543
458 464 543
22 197 867
197 22 867
178 203 451
203 178 451
346 424 635
424 346 635
293 471 749
471 293 749
363 224 571
224 363 571
423 338 615
338 423 615
472 205 146
205 472 146
455 167 354
167 455 354
499 203 404
203 499 404
327 482 181
482 327 181
438 317 757
317 438 757
12 80 429
80 12 429
493 26 852
26 493 852
324 388 639
388 324 639
499 248 595
248 499 595
18 102 827
102 18 827
172 101 530
101 172 530
76 315 309
315 76 309
342 268 130
268 342 130
388 145 17
145 388 17
317 138 543
138 317 543
61 28 696
28 61 696
309 475 66
475 309 66
263 302 738
302 263 738
32 336 487
336 32 487
424 402 614
402 424 614
293 71 104
71 293 104
337 92 777
92 337 777
338 106 337
106 338 337
236 494 478
494 236 478
213 266 880
266 213 880
245 454 719
454 245 719
259 423 643
423 259 643
162 389 936
389 162 936
233 345 125
345 233 125
178 122 703
122 178 703
467 460 662
460 467 662
305 311 596
311 305 596
215 116 224
116 215 224
95 213 178
213 95 178
454 309 487
309 454 487
195 98 572
98 195 572
41 223 602
223 41 602
70 476 293
476 70 293
389 139 713
139 389 713
425 194 468
194 425 468
437 255 857
255 437 857
2 285 23
285 2 23
327 239 833
239 327 833
314 287 931
287 314 931
6 341 843
341 6 843
137 263 671
263 137 671
449 28 344
28 449 344
498 136 724
136 498 724
316 355 630
355 316 630
221 431 996
431 221 996
486 178 798
178 486 798
268 372 609
372 268 609
292 206 485
206 292 485
181 73 876
73 181 876
315 12 874
12 315 874
303 236 248
236 303 248
266 52 455
52 266 455
488 493 161
493 488 161
229 79 342
79 229 342
302 307 509
307 302 509
312 403 282
403 312 282
431 455 738
455 431 738
179 463 331
463 179 331
125 33 318
33 125 318
85 357 90
357 85 90
430 18 672
18 430 672
362 213 826
213 362 826
169 74 493
74 169 493
203 239 748
239 203 748
203 76 201
76 203 201
202 420 385
420 202 385
235 238 790
238 235 790
386 272 892
272 386 892
